Log Return,ma_5,std_5,ma_10,std_10,ma_20,std_20,momentum_1,momentum_5,lag_1,lag_2,lag_3,lag_4,lag_5,cum_return_5,cum_return_10,ma_diff_5_20,vol_ratio_5_20,reversal,max_10,min_10
-0.0013740350296765,-0.0001410303762023911,0.004151423054334665,0.0012783880425737543,0.0043908273107153934,0.002890891876746648,0.005985125939683203,-2.120349317089997e-05,-0.011901731848058,-0.0013528315365056,-0.0045838327865139,0.0066561618877942,-5.0614416110155054e-05,0.0105276968183815,-0.0007051518810119554,0.012783880425737543,-0.003031922252949039,0.6936233416258577,0,0.0105276968183815,-0.0045838327865139
-0.0018480124318215,-0.0005005099793446601,0.004218907982856317,0.0010065182372492043,0.0045016454646462705,0.002022867031160968,0.005275046466836571,-0.000473977402145,-0.001797398015711345,-0.0013740350296765,-0.0013528315365056,-0.0045838327865139,0.0066561618877942,-5.0614416110155054e-05,-0.0025025498967233004,0.010065182372492043,-0.0025233770105056283,0.7997859373144789,0,0.0105276968183815,-0.0045838327865139
-0.001907322893081,-0.0022132069355196996,0.0013501161351099856,0.0009658330757313944,0.00452857873073731,0.001367147197097913,0.004873092384597811,-5.9310461259499915e-05,-0.0085634847808752,-0.0018480124318215,-0.0013740350296765,-0.0013528315365056,-0.0045838327865139,0.0066561618877942,-0.011066034677598499,0.009658330757313944,-0.0035803541326176126,0.27705531283938795,0,0.0105276968183815,-0.0045838327865139
0.0064038846119008,-1.5663455836759966e-05,0.0035979045081434603,0.0014781608892784144,0.004846771574005447,0.001325005663765353,0.004822957397873042,0.0083112075049818,0.010987717398414702,-0.001907322893081,-0.0018480124318215,-0.0013740350296765,-0.0013528315365056,-0.0045838327865139,-7.831727918379983e-05,0.014781608892784143,-0.001340669119602113,0.7459954984736463,1,0.0105276968183815,-0.0045838327865139
0.0010704705418189,0.00046899695982814004,0.003535422796187807,0.0013541564766186742,0.004838966600852119,0.001357383960639903,0.0048187543591185905,-0.0053334140700819,0.0024233020783245,0.0064038846119008,-0.001907322893081,-0.0018480124318215,-0.0013740350296765,-0.0013528315365056,0.0023449847991407003,0.013541564766186742,-0.0008883870008117628,0.7336798128125542,0,0.0105276968183815,-0.0045838327865139
-0.0022738139888245,0.00028904116799854,0.0036729137596009493,7.400539589807448e-05,0.0037022641612777913,0.0014255369616904931,0.004753600115693198,-0.0033442845306434,-0.0008997789591480001,0.0010704705418189,0.0064038846119008,-0.001907322893081,-0.0018480124318215,-0.0013740350296765,0.0014452058399927002,0.0007400539589807447,-0.001136495793691953,0.7726593887179218,1,0.0066561618877942,-0.0045838327865139
0.0049681664727863,0.0016522769489200999,0.003936887682527316,0.00057588348478772,0.004010809085276727,0.0016924672490653127,0.004797133051616189,0.0072419804616108,0.0068161789046078,-0.0022738139888245,0.0010704705418189,0.0064038846119008,-0.001907322893081,-0.0018480124318215,0.0082613847446005,0.0057588348478772,-4.019030014521278e-05,0.8206751074375453,1,0.0066561618877942,-0.0045838327865139
-0.0022837060359237,0.0015770003203515598,0.004024587452991413,-0.00031810330758407,0.0034640157907387804,0.0015986525032787378,0.004858317152218696,-0.007251872508710001,-0.0003763831428427002,0.0049681664727863,-0.0022738139888245,0.0010704705418189,0.0064038846119008,-0.001907322893081,0.007885001601757799,-0.0031810330758407003,-2.1652182927178005e-05,0.828391257074163,1,0.0064038846119008,-0.0045838327865139
-0.0005631371712687,0.00018359596371766,0.003015075234579803,8.396625394045001e-05,0.0031312340994545875,0.0008198105342816428,0.0037066053786283504,0.0017205688646550002,-0.0069670217831695,-0.0022837060359237,0.0049681664727863,-0.0022738139888245,0.0010704705418189,0.0064038846119008,0.0009179798185883,0.0008396625394045001,-0.0006362145705639829,0.8134330274175419,0,0.0064038846119008,-0.0022837060359237
-0.0045590800175979,-0.0009423141481657001,0.0035962054907556756,-0.00023665859416877998,0.0034433047873461704,0.0005967552728374371,0.003894223832546501,-0.0039959428463292,-0.0056295505594168,-0.0005631371712687,-0.0022837060359237,0.0049681664727863,-0.0022738139888245,0.0010704705418189,-0.0047115707408285,-0.0023665859416878,-0.0015390694210031372,0.9234716969014218,0,0.0064038846119008,-0.0045590800175979
0.0023268601615672,-2.2179318087359958e-05,0.0037554009120562538,0.00013343092495559007,0.0035057963346491433,0.0007059094837646722,0.003911416392527972,0.0068859401791650995,0.0046006741503917,-0.0045590800175979,-0.0005631371712687,-0.0022837060359237,0.0049681664727863,-0.0022738139888245,-0.0001108965904367998,0.0013343092495559006,-0.0007280888018520321,0.9601127916808457,1,0.0064038846119008,-0.0045590800175979
-0.0002236567249761,-0.00106054395763984,0.002557253431453518,0.00029586649564013006,0.0034408172822381067,0.0006511923664446671,0.003916640938767277,-0.0025505168865433,-0.0051918231977624,0.0023268601615672,-0.0045590800175979,-0.0005631371712687,-0.0022837060359237,0.0049681664727863,-0.0053027197881992,0.0029586649564013008,-0.0017117363240845072,0.6529200586506629,1,0.0064038846119008,-0.0045590800175979
8.688331420925427e-05,-0.000586426087613249,0.0024927246915655253,0.0004952871163691555,0.0033556744110298364,0.0007305600960502749,0.0038867132113563066,0.0003105400391853543,0.0023705893501329545,-0.0002236567249761,0.0023268601615672,-0.0045590800175979,-0.0005631371712687,-0.0022837060359237,-0.002932130438066245,0.004952871163691555,-0.001316986183663524,0.6413451561803462,1,0.0064038846119008,-0.0045590800175979
-0.0005531263783347,-0.000584423929026449,0.002492752093850303,-0.0002004139826543946,0.002639288689430724,0.0006388734533120099,0.003894675334716406,-0.0006400096925439542,1.0010792934000002e-05,8.688331420925427e-05,-0.0002236567249761,0.0023268601615672,-0.0045590800175979,-0.0005631371712687,-0.002922119645132245,-0.002004139826543946,-0.001223297382338459,0.6400410508240258,1,0.0049681664727863,-0.0045590800175979
